N°;Nombre_comercial;Url_Imagnes;;;
128;Vivo Y18 128GB/6GB Negro;"https://exitocol.vtexassets.com/arquivos/ids/26788324/Celular-VIVO-Y18-128-GB-6-GB-RAM-Negro-3573481_a.jpg?v=638750735037500000;https://exitocol.vtexassets.com/arquivos/ids/26788327/Celular-VIVO-Y18-128-GB-6-GB-RAM-Negro-3573481_d.jpg?v=638750735043000000;https://exitocol.vtexassets.com/arquivos/ids/26788328/Celular-VIVO-Y18-128-GB-6-GB-RAM-Negro-3573481_e.jpg?v=638750735044070000";;;
129;Xiaomi Redmi 9A 32GB Azul;"https://http2.mlstatic.com/D_NQ_NP_2X_746902-MLA48765111950_012022-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_871145-MLA48765111953_012022-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_667260-MLA48765111955_012022-F.webp";;;
130;Xiaomi 14T 512GB Negro;"https://carulla.vtexassets.com/arquivos/ids/19702624/Celular-XIAOMI-Xiaomi-14T-512GB-5G-Ng-512-GB-12-GB-RAM-3602788_a.jpg?v=638750737430230000;https://carulla.vtexassets.com/arquivos/ids/19702625/Celular-XIAOMI-Xiaomi-14T-512GB-5G-Ng-512-GB-12-GB-RAM-3602788_b.jpg?v=638750737431630000;https://carulla.vtexassets.com/arquivos/ids/19702627/Celular-XIAOMI-Xiaomi-14T-512GB-5G-Ng-512-GB-12-GB-RAM-3602788_d.jpg?v=638750737434170000";;;
131;Xiaomi Redmi Note 14 Pro 5G 256GB Morado;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70062689.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70062689_5.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70062689_4.jpg";;;
133;Xiaomi Redmi A3 64GB Azul;"https://http2.mlstatic.com/D_NQ_NP_2X_771779-MLA75577657177_042024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_747048-MCO77464008263_072024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_994245-MCO77463851463_072024-F.webp";;;
134;Xiaomi Mi 9 Azul;"https://http2.mlstatic.com/D_NQ_NP_2X_698133-MLA44156279520_112020-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_948152-MLA44156283419_112020-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_735874-MLA44156278561_112020-F.webp";;;
135;Xiaomi Redmi 14C 128GB Negro;"https://compras.tigo.com.co/arquivos/ids/164514-1000-1000/Tigo-01.jpg?v=638659135536130000;https://compras.tigo.com.co/arquivos/ids/164515-1000-1000/Tigo-02.jpg?v=638774914863300000;https://compras.tigo.com.co/arquivos/ids/164517-1000-1000/Tigo-04.jpg?v=638774914863300000";;;
136;Xiaomi Redmi A3 64GB Negro;"https://http2.mlstatic.com/D_NQ_NP_2X_800764-MLU77839612655_072024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_847565-MLA76991175645_062024-F.webp";;;
137;Xiaomi Redmi Note 14 Pro 5G 256GB Negro;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70062728.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70062728_2.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70062728_3.jpg";;;
138;Xiaomi Redmi Note 13 256GB Azul;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057267_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057267_3.jpg";;;
139;Xiaomi Redmi Note 13 256GB Negro;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057282_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70057282_3.jpg";;;
140;Xiaomi Redmi Note 13 Pro 512GB Morado + SmartBand 8;"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/128342960_01/w=1500,h=1500,fit=pad;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/128342960_02/w=1500,h=1500,fit=pad;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/128342960_03/w=1500,h=1500,fit=pad;https://exitocol.vtexassets.com/arquivos/ids/24245625/Smart-Band-8-Negro-XIAOMI-Smart-Band-8-3462365_c.jpg?v=638602228049070000";;;
141;ZTE A75 128GB Verde;"https://http2.mlstatic.com/D_NQ_NP_2X_772594-MCO82896318109_032025-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_640252-MCO82896123539_032025-F.webp";;;
142;Xiaomi Redmi Note 13 Pro 512GB Morado + BUDS 6 Play;"https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063125.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063125_4.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063125_5.jpg;https://cdn.claro.com.co/imagenes/v9/catalogo/646x1000/70063125_6.jpg";;;
143;Xiaomi Redmi Note 13 Pro 256GB Verde;"https://http2.mlstatic.com/D_NQ_NP_2X_932140-MLA75588494868_042024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_725256-MLA79307970898_092024-F.webp";;;
144;Xiaomi Redmi Note 13 Pro 5G 256GB Negro;"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/127916460_01/w=1500,h=1500,fit=pad;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/127916460_05/w=1500,h=1500,fit=pad;https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/127916460_03/w=1500,h=1500,fit=pad";;;
145;ZTE Blade L130;"https://http2.mlstatic.com/D_NQ_NP_2X_979076-MLA44155944144_112020-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_885557-MLA44155944147_112020-F.webp";;;
146;Xiaomi Redmi Note 13 Pro 256GB Negro + SmartBand 9;"https://http2.mlstatic.com/D_NQ_NP_2X_709499-MLA75547214934_042024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_622198-MLA79551622113_092024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_635026-MLA79551719945_092024-F.webp;https://lasus.com.co/150276-large_default/xiaomi-smart-band-9-elegancia-y-funcionalidad-en-midnight-black.jpg";;;
147;ZTE V60 Design 256GB Dorado;"https://www.tiendaamiga.com.bo/media/catalog/product/cache/55e84a69b2b6f5251b92ffff7fcb1046/z/t/zte_dorado_web.jpg;https://www.tiendaamiga.com.bo/media/catalog/product/cache/55e84a69b2b6f5251b92ffff7fcb1046/z/t/zte_dorado2.jpg;https://www.tiendaamiga.com.bo/media/catalog/product/cache/55e84a69b2b6f5251b92ffff7fcb1046/z/t/zte_dorado_3.jpg";;;
148;Xiaomi Redmi Note 13 5G 256GB Negro;"https://http2.mlstatic.com/D_NQ_NP_913880-MLA79480244722_102024-O.webp;https://http2.mlstatic.com/D_NQ_NP_988912-MLA74216545522_012024-O.webp;https://http2.mlstatic.com/D_NQ_NP_935491-MLA74216253570_012024-O.webp";;;
149;Motorola Edge 50 Fusion 512GB Verde;"https://exitocol.vtexassets.com/arquivos/ids/26789390/Celular-MOTOROLA-Edge-50-Fusion-512GB-512-GB-12-GB-RAM-Verde-3650441_a.jpg?v=638750743299730000;https://exitocol.vtexassets.com/arquivos/ids/26789391/Celular-MOTOROLA-Edge-50-Fusion-512GB-512-GB-12-GB-RAM-Verde-3650441_b.jpg?v=638750743300370000;https://exitocol.vtexassets.com/arquivos/ids/26789392/Celular-MOTOROLA-Edge-50-Fusion-512GB-512-GB-12-GB-RAM-Verde-3650441_c.jpg?v=638750743301530000";;;
150;ZTE A75 128GB Negro;"https://http2.mlstatic.com/D_NQ_NP_2X_759163-MCO82148123547_012025-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_763933-MCO82148202857_012025-F.webp;https://catalogo.jazztel.com/catalogo/Imagenes/Dispositivos/ZTE-A75-5G-128GB-NEGRO-_Front.webp";;;
151;ZTE V60 Design 256GB Azul;"https://sercomunicaciones.com/wp-content/uploads/2024/11/ZTE-Blade-V60-desing-azul-frente.png;https://sercomunicaciones.com/wp-content/uploads/2024/11/ZTE-Blade-V60-desing-azul-atras.png;https://sercomunicaciones.com/wp-content/uploads/2024/11/ZTE-Blade-V60-desing-azul-defrente.png";;;
152;Motorola G04 128GB Verde;"https://http2.mlstatic.com/D_NQ_NP_2X_997942-MLU78447065018_082024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_859382-MLU75293019637_032024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_660275-MLU75293019641_032024-F.webp;https://http2.mlstatic.com/D_NQ_NP_2X_637767-MLU75292970481_032024-F.webp";;;
153;ZTE V60 Design 256GB Violeta;"https://sercomunicaciones.com/wp-content/uploads/2024/11/ZTE-Blade-V60-desing-morado-frente.png;https://sercomunicaciones.com/wp-content/uploads/2024/11/ZTE-Blade-V60-desing-morado-atras.png;https://sercomunicaciones.com/wp-content/uploads/2024/11/ZTE-Blade-V60-desing-morado-defrente.png";;;
;;;;;
